,title,max_players,genres,publisher,sales_metric,price,review_raiting,console,age_raiting,year
1130,Alone in the Dark,1,"Action,Adventure,Racing / Driving",Atari,0.09,14.95,39,Nintendo Wii,T,2008
1131,Final Fantasy Fables: Chocobo's Dungeon,1,"Action,Role-Playing (RPG)",SquareEnix,0.09,17.95,76,Nintendo Wii,M,2008
1132,The King of Fighters Collection: The Orochi Saga,1,Action,,0.09,17.95,70,Nintendo Wii,E,2008
1133,Klonoa: Door to Phantomile,1,Action,Namco,0.09,17.95,77,Nintendo Wii,T,2008
1134,Samurai Warriors: Katana,1,Action,,0.09,17.95,53,Nintendo Wii,E,2008
1135,Battle of the Bands,2,"Action,Simulation",THQ,0.08,14.95,58,Nintendo Wii,T,2008
1136,Hellboy: The Science of Evil,2,"Action,Adventure",Konami,0.08,14.95,44,X360,M,2008
1137,Dragon Ball: Origins,1,"Action,Adventure",Atari,0.08,15.95,78,Nintendo DS,M,2008
1138,Ninja Reflex,1,Action,EA,0.08,12.95,54,Nintendo DS,T,2008
1139,Space Bust-A-Move,1,Strategy,SquareEnix,0.08,17.95,71,Nintendo DS,M,2008
1140,Top Spin 3,1,Sports,2K,0.08,24.95,75,PlayStation 3,M,2008
1141,UEFA Euro 2008,7,Sports,EA,0.07,17.95,79,PlayStation 3,T,2008
1142,"Blast Works: Build, Trade, Destroy",4,Action,,0.07,14.95,78,Nintendo Wii,T,2008
1143,FIFA Street 3,4,Sports,EA,0.07,14.95,63,X360,T,2008
1144,Blitz: The League II,2,"Action,Sports",Midway,0.07,12.95,68,X360,M,2008
1145,Space Chimps,2,"Action,Adventure",,0.07,14.95,57,X360,T,2008
1146,The Spiderwick Chronicles,2,"Action,Adventure",,0.07,14.95,59,X360,E,2008
1147,Etrian Odyssey II: Heroes of Lagaard,1,Role-Playing (RPG),,0.07,24.95,82,Nintendo DS,T,2008
1148,Line Rider 2: Unbound,1,"Simulation,Sports",,0.07,8.95,59,Nintendo DS,M,2008
1149,The King of Fighters Collection: The Orochi Saga,1,Action,,0.07,17.95,61,Sony PSP,E,2008
1150,Target: Terror,1,Action,Konami,0.07,17.95,33,Nintendo Wii,M,2008
1151,Legendary,1,Action,Atari,0.07,17.95,47,X360,T,2008
1152,Universe at War: Earth Assault,1,"Action,Strategy",Sega,0.07,14.95,66,X360,T,2008
1153,Smash Court Tennis 3,4,"Simulation,Sports",Atari,0.06,14.95,55,X360,E,2008
1154,Code Lyoko: Fall of X.A.N.A,1,"Action,Role-Playing (RPG)",,0.06,14.95,51,Nintendo DS,M,2008
1155,Knights in the Nightmare,1,"Role-Playing (RPG),Strategy",,0.06,29.95,76,Nintendo DS,M,2008
1156,Lock's Quest,1,"Action,Adventure,Strategy",THQ,0.06,14.95,80,Nintendo DS,E,2008
1157,Master of the Monster Lair,1,Role-Playing (RPG),,0.06,14.95,63,Nintendo DS,M,2008
1158,N+,1,Action,Atari,0.06,14.95,82,Nintendo DS,M,2008
1159,Pipe Mania,1,Strategy,,0.06,14.95,71,Nintendo DS,T,2008
1160,The Spiderwick Chronicles,1,Role-Playing (RPG),,0.06,12.95,60,Nintendo DS,E,2008
1161,Summon Night: Twin Age,1,Role-Playing (RPG),,0.06,24.95,73,Nintendo DS,E,2008
1162,Wild Arms XF,1,Role-Playing (RPG),,0.06,17.95,64,Sony PSP,M,2008
1163,FIFA Street 3,1,Sports,EA,0.06,17.95,63,PlayStation 3,T,2008
1164,MotoGP 08,1,"Racing / Driving,Simulation,Sports",,0.06,17.95,65,PlayStation 3,T,2008
1165,Harvey Birdman: Attorney at Law,1,Adventure,Capcom,0.06,14.95,60,Nintendo Wii,M,2008
1166,Let's Tap,1,Simulation,Sega,0.06,17.95,70,Nintendo Wii,E,2008
1167,NHL 2K9,1,Sports,2K,0.06,14.95,65,Nintendo Wii,T,2008
1168,Conflict: Denied Ops,4,Action,Eidos,0.05,17.95,51,PlayStation 3,E,2008
1169,Worms: A Space Oddity,4,"Action,Strategy",THQ,0.05,17.95,64,Nintendo Wii,M,2008
1170,UEFA Euro 2008,4,Sports,EA,0.05,14.95,80,X360,M,2008
1171,Overlord: Raising Hell,2,"Action,Strategy",,0.05,17.95,72,PlayStation 3,T,2008
1172,Battle Fantasia,2,"Action,Role-Playing (RPG)",,0.05,22.95,71,X360,M,2008
1173,Bangai-O Spirits,1,Action,,0.05,14.95,83,Nintendo DS,M,2008
1174,Dungeon Explorer: Warriors of Ancient Arts,1,"Action,Role-Playing (RPG)",,0.05,17.95,60,Nintendo DS,M,2008
1175,From the Abyss,1,"Action,Role-Playing (RPG)",,0.05,19.95,60,Nintendo DS,T,2008
1176,New International Track & Field,1,"Action,Sports",Konami,0.05,14.95,73,Nintendo DS,M,2008
1177,Soul Bubbles,1,Strategy,Eidos,0.05,14.95,78,Nintendo DS,T,2008
1178,Tropix!,1,Action,,0.05,23.95,59,Nintendo DS,M,2008
1179,Unsolved Crimes,1,"Action,Adventure,Racing / Driving",,0.05,17.95,66,Nintendo DS,T,2008
1180,Zubo,1,"Adventure,Role-Playing (RPG),Strategy",EA,0.05,14.95,75,Nintendo DS,E,2008
1181,Ford Racing Off Road,1,Racing / Driving,,0.05,12.95,47,Sony PSP,M,2008
1182,Harvey Birdman: Attorney at Law,1,Adventure,Capcom,0.05,14.95,62,Sony PSP,M,2008
1183,Secret Agent Clank,1,Action,Sony,0.05,23.95,72,Sony PSP,M,2008
1184,Space Invaders Extreme,1,Action,SquareEnix,0.05,16.95,84,Sony PSP,M,2008
1185,Armored Core: For Answer,1,Action,Ubisoft,0.05,29.95,62,PlayStation 3,M,2008
1186,Legendary,1,Action,Atari,0.05,19.95,50,PlayStation 3,E,2008
1187,Agatha Christie: Evil Under the Sun,1,Adventure,,0.05,17.95,46,Nintendo Wii,M,2008
1188,Agatha Christie: And Then There Were None,1,Adventure,,0.05,17.95,50,Nintendo Wii,M,2008
1189,Armored Core: For Answer,1,Action,Ubisoft,0.05,24.95,64,X360,T,2008
1190,Cradle of Rome,1,Strategy,,0.04,17.95,63,Nintendo DS,E,2008
1191,The Dark Spire,1,"Adventure,Role-Playing (RPG)",,0.04,24.95,69,Nintendo DS,T,2008
1192,"Flower, Sun and Rain",1,Adventure,,0.04,23.95,54,Nintendo DS,M,2008
1193,Insecticide,1,"Action,Adventure",,0.04,12.95,55,Nintendo DS,T,2008
1194,Izuna 2: The Unemployed Ninja Returns,1,Role-Playing (RPG),,0.04,17.95,65,Nintendo DS,E,2008
1195,Looney Tunes: Cartoon Conductor,1,Action,Eidos,0.04,13.95,67,Nintendo DS,M,2008
1196,Nanostray 2,1,Action,,0.04,12.95,75,Nintendo DS,M,2008
1197,Hellboy: The Science of Evil,1,Action,Konami,0.04,14.95,42,Sony PSP,E,2008
1198,Pipe Mania,1,Strategy,,0.04,12.95,74,Sony PSP,T,2008
1199,UEFA Euro 2008,1,Sports,EA,0.04,19.95,68,Sony PSP,E,2008
1200,Vampire Rain,1,Action,,0.04,24.95,30,PlayStation 3,E,2008
1201,Baroque,1,"Action,Role-Playing (RPG)",,0.04,19.95,50,Nintendo Wii,T,2008
1202,Supreme Commander,1,Strategy,,0.04,17.95,56,X360,T,2008
1203,Hail to the Chimp,4,"Action,Strategy",,0.03,16.95,52,X360,M,2008
1204,Assassin's Creed: Altar's Chronicles,1,Action,Ubisoft,0.03,11.95,58,Nintendo DS,T,2008
1205,The Legend of Kage 2,1,Action,SquareEnix,0.03,14.95,70,Nintendo DS,E,2008
1206,Rhapsody: A Musical Adventure,1,Role-Playing (RPG),,0.03,12.95,67,Nintendo DS,M,2008
1207,Secret Files: Tunguska,1,Adventure,,0.03,17.95,71,Nintendo DS,M,2008
1208,Fading Shadows,1,"Action,Adventure",,0.03,17.95,62,Sony PSP,E,2008
1209,Hail to the Chimp,1,"Action,Strategy",,0.03,15.95,51,PlayStation 3,M,2008
1210,Secret Files: Tunguska,2,Adventure,,0.02,17.95,64,Nintendo Wii,M,2008
1211,Chicken Hunter,1,Action,,0.02,17.95,39,Nintendo DS,T,2008
